Epoch,Cycle,Episodes,Timesteps,TimeCost(sec),Q_loss,Pi_q_loss,Pi_l2_loss,Success
0/20,0/20,50,5000,38.96693778038025,,,,0.0
0/20,1/20,100,10000,176.75265192985535,4.854089930653572,6.291226401925087,0.17264546058140695,0.0
0/20,2/20,150,15000,201.50785398483276,30.28155684750527,577.5351602882147,2.7173229011241347,0.0
0/20,3/20,200,20000,200.6410472393036,26.813440083526075,1051.6848289966583,13.941559757688083,0.0
0/20,4/20,250,25000,206.170658826828,43.51451104041189,1381.4874178171158,31.677102498710155,0.0
0/20,5/20,300,30000,207.36907505989075,59.428281765431166,1688.1582199335098,34.96800407022238,0.0
0/20,6/20,350,35000,202.7057008743286,79.57092613726854,2032.892381310463,38.262966668233275,0.0
0/20,7/20,400,40000,204.21000862121582,105.00738887116313,2330.6137776374817,51.28745549544692,0.0
0/20,8/20,450,45000,204.46604752540588,138.07769163697958,2577.4021372795105,65.15433965995908,0.0
0/20,9/20,500,50000,202.0538182258606,169.27975241467357,2769.3413466215134,74.40314485132694,0.0
0/20,10/20,550,55000,202.63793516159058,208.39919001609087,2956.758614420891,83.8326577283442,0.0
0/20,11/20,600,60000,203.5170738697052,239.32727059721947,3045.520483970642,91.73612045496702,0.0
0/20,12/20,650,65000,206.96023654937744,263.47110994160175,3200.9426879882812,97.21995751559734,0.0
0/20,13/20,700,70000,211.5671989917755,286.0849164053798,3352.7411992549896,96.86562696099281,0.0
0/20,14/20,750,75000,209.94947218894958,339.5165133625269,3490.7204558849335,97.17501139640808,0.0
0/20,15/20,800,80000,209.48331499099731,365.8713762834668,3569.3756370544434,99.45651873201132,0.0
0/20,16/20,850,85000,208.96148872375488,394.21877932548523,3724.5997025966644,100.96386908739805,0.0
0/20,17/20,900,90000,210.0763008594513,425.71787190437317,3860.6699166297913,106.249615624547,0.0
0/20,18/20,950,95000,211.71997237205505,498.7193668335676,3934.7034792900085,111.22593230754137,0.0
0/20,19/20,1000,100000,207.51090216636658,521.5265304148197,4021.5276918411255,116.7081607580185,0.0
1/20,0/20,1050,105000,208.3668863773346,540.1540376842022,4047.0983934402466,123.20248581469059,0.0
1/20,1/20,1100,110000,203.50781154632568,582.4689808785915,4109.894992589951,128.54899493604898,0.0
1/20,2/20,1150,115000,208.13732194900513,588.0304751098156,4086.1037108898163,129.99117513746023,0.0
1/20,3/20,1200,120000,208.59599447250366,594.8952726721764,4098.822690248489,128.39087776094675,0.0
1/20,4/20,1250,125000,209.50201678276062,579.2685165405273,4133.6211042404175,135.39145071059465,0.0
1/20,5/20,1300,130000,208.90130472183228,608.4965838491917,4098.566341876984,140.73900873214006,0.0
1/20,6/20,1350,135000,212.07692551612854,635.4657158851624,4140.268003702164,141.12163382023573,0.0
1/20,7/20,1400,140000,206.63096928596497,608.1402204632759,4048.9870986938477,146.52362760156393,0.0
1/20,8/20,1450,145000,204.4412543773651,618.9290168583393,3973.542045354843,146.56303756684065,0.0
1/20,9/20,1500,150000,210.61129760742188,616.7626793533564,3914.6657009124756,149.1566415131092,0.0
1/20,10/20,1550,155000,208.76131892204285,629.2600249350071,3876.715948820114,156.44278033077717,0.02
1/20,11/20,1600,160000,208.79641675949097,639.4291265904903,3777.240043401718,165.24422284960747,0.0
