Epoch,Cycle,Episodes,Timesteps,TimeCost(sec),Q_loss,Pi_l2_loss,Pi_q_loss,Success
0/20,0/20,50,5000,36.714550495147705,,,,0.0
0/20,1/20,100,10000,163.14041829109192,4.296984940767288,0.17010948550887406,5.0446721613407135,0.0
0/20,2/20,150,15000,196.80379176139832,24.671302511822432,3.3009823203319684,458.26466304063797,0.0
0/20,3/20,200,20000,198.75485801696777,23.494051471352577,22.211439513601363,885.4891200661659,0.0
0/20,4/20,250,25000,191.8943202495575,29.53821497131139,34.36364731565118,1190.875971853733,0.0
0/20,5/20,300,30000,201.43492436408997,41.687710765749216,31.42624573223293,1450.998886525631,0.0
0/20,6/20,350,35000,196.35109066963196,52.53618541825563,36.93101562559605,1754.2207542657852,0.0
0/20,7/20,400,40000,199.55475664138794,70.28054671548307,41.77670040912926,1950.3021243810654,0.0
0/20,8/20,450,45000,202.01268100738525,93.10450517758727,46.79306449741125,2132.0227570533752,0.0
0/20,9/20,500,50000,201.57400131225586,120.2546899355948,51.99966876767576,2302.856953382492,0.0
0/20,10/20,550,55000,200.12970113754272,126.3070962689817,55.533270766958594,2443.006867647171,0.0
0/20,11/20,600,60000,197.9398488998413,152.38467264920473,62.987690668553114,2581.2495708465576,0.0
0/20,12/20,650,65000,203.40543031692505,179.25541601330042,70.12154673039913,2668.548354625702,0.0
0/20,13/20,700,70000,196.31274366378784,194.67141073942184,72.82309874147177,2706.7642349004745,0.0
0/20,14/20,750,75000,195.44388914108276,192.73420633375645,73.48790456354618,2751.9348912239075,0.0
0/20,15/20,800,80000,196.97706270217896,212.82657866179943,74.38786159455776,2848.4351210594177,0.0
0/20,16/20,850,85000,198.31055617332458,231.48495561629534,79.14872309938073,2881.0434284210205,0.0
0/20,17/20,900,90000,200.35378742218018,249.67300384491682,80.34390817955136,2972.663534760475,0.0
0/20,18/20,950,95000,201.52108550071716,250.94387798011303,83.77722189202905,2996.3388855457306,0.0
0/20,19/20,1000,100000,202.84714603424072,256.5866979211569,84.31240605935454,2965.8809620141983,0.0
1/20,0/20,1050,105000,204.57087063789368,272.3289102613926,84.6767044737935,3009.3707501888275,0.0
1/20,1/20,1100,110000,204.41815829277039,281.2226108983159,85.01796144992113,3053.31587266922,0.0
1/20,2/20,1150,115000,199.18151545524597,301.69852228462696,89.09243985265493,3009.351177930832,0.0
1/20,3/20,1200,120000,200.20238208770752,294.0779408290982,89.39171137660742,3005.8139469623566,0.0
1/20,4/20,1250,125000,199.89699816703796,301.5561497807503,89.2104684561491,2979.5592402219772,0.0
1/20,5/20,1300,130000,204.54515504837036,323.9977683201432,90.93458224087954,2956.234427213669,0.0
1/20,6/20,1350,135000,199.91874980926514,316.12333158403635,94.217040322721,2906.1870465278625,0.0
1/20,7/20,1400,140000,199.24569940567017,318.68178295344114,95.41565265879035,2912.7218528985977,0.0
1/20,8/20,1450,145000,202.65512204170227,323.478901155293,95.27158265560865,2901.883374810219,0.0
1/20,9/20,1500,150000,202.49837017059326,329.84031380712986,97.00140389055014,2904.6231101751328,0.0
1/20,10/20,1550,155000,201.2537498474121,306.4456605911255,98.69692652672529,2874.912489295006,0.0
1/20,11/20,1600,160000,203.27485156059265,322.84533859044313,101.39706499874592,2876.1283826828003,0.0
1/20,12/20,1650,165000,202.3891236782074,303.93987760692835,98.95678959041834,2867.86559510231,0.0
1/20,13/20,1700,170000,198.96883916854858,326.7500786855817,100.28582712262869,2912.7605764865875,0.0
1/20,14/20,1750,175000,201.5942177772522,309.04135824739933,103.12622087448835,2938.158893942833,0.0
1/20,15/20,1800,180000,201.44067573547363,323.87297400832176,104.55638958513737,2932.5776901245117,0.0
1/20,16/20,1850,185000,202.3475160598755,320.7414671778679,105.18810483068228,2930.0759723186493,0.0
1/20,17/20,1900,190000,200.73989629745483,323.0725841075182,106.3766225501895,2966.411146879196,0.0
1/20,18/20,1950,195000,202.65404844284058,314.3889372572303,105.25355214625597,2962.9077792167664,0.0
1/20,19/20,2000,200000,200.57553124427795,329.7821763679385,105.08996415138245,3025.371954202652,0.0
2/20,0/20,2050,205000,214.16068720817566,320.8218434676528,106.75288251787424,3037.093260884285,0.0
2/20,1/20,2100,210000,220.09721636772156,326.6985511928797,104.92683982104063,3096.1648943424225,0.0
2/20,2/20,2150,215000,217.74522161483765,345.7118423357606,106.89470753073692,3136.7126371860504,0.0
2/20,3/20,2200,220000,214.5798556804657,355.21984454989433,108.11422314494848,3182.7122900485992,0.0
2/20,4/20,2250,225000,218.19593477249146,329.0337046831846,109.66706685721874,3241.6249063014984,0.0
2/20,5/20,2300,230000,216.4240300655365,338.1439170688391,108.97302497923374,3345.9504771232605,0.0
2/20,6/20,2350,235000,214.1015911102295,377.0920066386461,110.09551424533129,3449.9789044857025,0.0
2/20,7/20,2400,240000,219.9590835571289,409.4785284847021,111.87718568742275,3559.0380504131317,0.0
2/20,8/20,2450,245000,222.64040684700012,425.0238241404295,113.71825385093689,3625.2911450862885,0.0
2/20,9/20,2500,250000,214.793142080307,391.5253014713526,113.78680393099785,3710.711674928665,0.0
2/20,10/20,2550,255000,218.23157358169556,404.3369216620922,117.46524056047201,3777.952992916107,0.0
2/20,11/20,2600,260000,216.36970901489258,406.46503019332886,118.0811339020729,3806.814059972763,0.0
2/20,12/20,2650,265000,215.29249119758606,408.70364005863667,118.43614882230759,3792.029142141342,0.0
2/20,13/20,2700,270000,215.8454430103302,432.2250377833843,118.8842550739646,3862.9075837135315,0.0
2/20,14/20,2750,275000,216.32651925086975,463.0707737207413,123.02176982909441,3892.8249378204346,0.0
2/20,15/20,2800,280000,213.84360218048096,445.28010450303555,125.32148986309767,3935.711543083191,0.0
2/20,16/20,2850,285000,214.18464374542236,410.2648068666458,126.345283806324,4004.5387568473816,0.0
2/20,17/20,2900,290000,217.67271733283997,420.3453540056944,125.81524660438299,4059.816346168518,0.0
2/20,18/20,2950,295000,214.4766972064972,418.84626318514347,125.98715484142303,4107.198398113251,0.0
2/20,19/20,3000,300000,213.4843668937683,410.02234080433846,127.32061133533716,4172.069267034531,0.0
3/20,0/20,3050,305000,215.43669939041138,397.83872182667255,128.32541996985674,4183.567407846451,0.0
3/20,1/20,3100,310000,216.4850776195526,369.36451430618763,130.31437224894762,4163.624904870987,0.0
3/20,2/20,3150,315000,214.35279965400696,375.57553301751614,131.50790455192327,4156.143370628357,0.0
3/20,3/20,3200,320000,214.90174984931946,377.7905559539795,130.88865254819393,4182.452083110809,0.0
3/20,4/20,3250,325000,216.91287779808044,391.09552351385355,130.57378586381674,4220.232463359833,0.0
3/20,5/20,3300,330000,215.03486847877502,369.14549066126347,130.90059969574213,4245.43540596962,0.0
3/20,6/20,3350,335000,217.9234275817871,377.0553144365549,130.1847513690591,4260.453320741653,0.0
3/20,7/20,3400,340000,214.1782259941101,372.12811963260174,131.37626875191927,4325.150105714798,0.0
3/20,8/20,3450,345000,213.1228165626526,388.2127770334482,131.0598639845848,4365.07449221611,0.0
3/20,9/20,3500,350000,214.1357045173645,347.1245256960392,130.58846079558134,4403.541416883469,0.0
3/20,10/20,3550,355000,215.95623469352722,356.7554374188185,132.83763363212347,4459.172856092453,0.01
3/20,11/20,3600,360000,215.44620728492737,335.35623309761286,133.28317825496197,4494.877595901489,0.01
3/20,12/20,3650,365000,213.93405485153198,333.34405885636806,132.99569911509752,4541.094350576401,0.0
3/20,13/20,3700,370000,214.42538022994995,361.6027813702822,135.07046424597502,4577.054041147232,0.0
3/20,14/20,3750,375000,214.53585600852966,350.0347221940756,135.74487566947937,4607.40687918663,0.0
