Epoch,Cycle,Episodes,Timesteps,TimeCost(sec),Pi_l2_loss,Pi_q_loss,Q_loss,Success
0/20,0/20,50,5000,38.48325967788696,,,,0.0
0/20,1/20,100,10000,162.52751469612122,0.3179279202595353,8.911637887358665,4.30615308880806,0.0
0/20,2/20,150,15000,196.5131392478943,3.701202159631066,716.6771240234375,32.42475049663335,0.0
0/20,3/20,200,20000,197.17768740653992,13.931973777711391,1173.504657626152,28.77052664849907,0.0
0/20,4/20,250,25000,200.53214144706726,31.111511676572263,1530.2911900281906,51.99559932015836,0.0
0/20,5/20,300,30000,204.54405426979065,36.31496373564005,1860.2720795869827,66.65508425608277,0.0
0/20,6/20,350,35000,205.16109681129456,48.64885908737779,2103.34657394886,88.39008754491806,0.0
0/20,7/20,400,40000,202.97185015678406,55.3741267118603,2333.9084326028824,106.78727601468563,0.0
0/20,8/20,450,45000,204.37902641296387,62.839330300688744,2544.5582797527313,157.46680146828294,0.0
0/20,9/20,500,50000,200.00431752204895,73.92710963636637,2693.8558002710342,184.0321530252695,0.0
0/20,10/20,550,55000,202.41901016235352,80.18350563198328,2799.903201699257,218.05927802622318,0.0
0/20,11/20,600,60000,203.75260138511658,79.13235253468156,2916.9143456220627,246.34783121943474,0.0
0/20,12/20,650,65000,202.30986523628235,82.70914736017585,3057.164843559265,281.0500324368477,0.0
0/20,13/20,700,70000,202.8051311969757,83.50246497243643,3153.340299129486,310.0269006341696,0.0
0/20,14/20,750,75000,205.68186211585999,86.75096273049712,3246.5264813899994,318.32011665403843,0.0
0/20,15/20,800,80000,207.06023597717285,89.40811939537525,3300.7358136177063,346.5413866713643,0.0
0/20,16/20,850,85000,204.78133583068848,93.61664527654648,3340.2688986063004,360.564297683537,0.0
0/20,17/20,900,90000,206.3768129348755,93.92803731188178,3371.7275500297546,387.56474919617176,0.0
0/20,18/20,950,95000,207.94852805137634,93.85048907995224,3422.7175600528717,387.8102954030037,0.0
0/20,19/20,1000,100000,203.3602316379547,92.8216637596488,3430.166127681732,421.660815179348,0.0
1/20,0/20,1050,105000,205.3764774799347,90.865509159863,3512.1576454639435,507.3649637848139,0.0
1/20,1/20,1100,110000,202.73311567306519,96.39727987349033,3585.340995311737,482.8941361606121,0.0
1/20,2/20,1150,115000,205.65001130104065,103.3369892090559,3607.1873404979706,517.8619118928909,0.0
1/20,3/20,1200,120000,205.06619501113892,108.13386453688145,3634.306832075119,552.7012452632189,0.0
1/20,4/20,1250,125000,205.04697918891907,111.19932121038437,3650.959633588791,531.7207370698452,0.0
1/20,5/20,1300,130000,205.7742760181427,113.18944004178047,3647.4683845043182,534.1435924321413,0.0
1/20,6/20,1350,135000,208.73262405395508,115.44723054766655,3645.761864900589,557.3792449831963,0.0
1/20,7/20,1400,140000,209.97067093849182,119.86825286597013,3628.0338368415833,554.8739247918129,0.0
1/20,8/20,1450,145000,208.30993509292603,122.90585521608591,3698.2934515476227,575.994682148099,0.0
1/20,9/20,1500,150000,204.58981251716614,121.76664984971285,3679.8729515075684,587.3955222219229,0.0
1/20,10/20,1550,155000,208.26003670692444,124.35799077898264,3729.0715384483337,595.0656804591417,0.0
1/20,11/20,1600,160000,207.95654249191284,129.7957393079996,3783.918869972229,587.2236954718828,0.0
1/20,12/20,1650,165000,206.0382730960846,132.89176117628813,3906.5504434108734,630.4304982423782,0.01
1/20,13/20,1700,170000,205.0574426651001,137.1591806858778,3943.7687668800354,626.4415802061558,0.0
1/20,14/20,1750,175000,206.2307505607605,134.98771172761917,4006.1633508205414,638.6213376820087,0.0
1/20,15/20,1800,180000,207.89408493041992,134.77784629166126,4131.566859483719,663.1335664689541,0.0
1/20,16/20,1850,185000,208.9224808216095,140.77670416980982,4221.394488096237,710.7691021263599,0.0
1/20,17/20,1900,190000,206.0236930847168,148.99398277699947,4240.679929494858,735.0831441879272,0.0
1/20,18/20,1950,195000,205.8012981414795,155.10390248894691,4278.479499340057,776.3792735636234,0.07
1/20,19/20,2000,200000,206.61895418167114,163.92897380143404,4321.575257539749,799.7062839567661,0.03
2/20,0/20,2050,205000,208.40930151939392,170.3278480619192,4311.171801567078,798.6787633895874,0.03
2/20,1/20,2100,210000,207.18096089363098,167.1541668921709,4308.276854991913,722.2542462646961,0.02
2/20,2/20,2150,215000,71.3015809059143,166.84584844112396,4372.116273880005,708.6536822319031,0.01
2/20,3/20,2200,220000,69.50392723083496,169.96741497516632,4400.919339895248,714.0441810786724,0.02
2/20,4/20,2250,225000,67.90861129760742,173.63545486330986,4403.999687671661,698.1132896840572,0.01
2/20,5/20,2300,230000,66.25918340682983,161.93251149356365,4486.958839416504,654.0095671117306,0.1
2/20,6/20,2350,235000,66.82259321212769,162.99151991307735,4616.522603750229,662.8949168920517,0.11
2/20,7/20,2400,240000,67.51615834236145,168.23156658560038,4692.1799929142,668.1996302753687,0.54
2/20,8/20,2450,245000,66.77295088768005,169.23391054570675,4698.130845546722,667.4008233249187,0.48
2/20,9/20,2500,250000,72.34868240356445,165.35787365585566,4765.440363645554,639.9507976025343,0.43
2/20,10/20,2550,255000,67.42458415031433,162.66429729759693,4834.692585229874,652.1385585069656,0.46
2/20,11/20,2600,260000,69.02302622795105,162.96820244193077,4873.167848825455,648.7257349193096,0.41
2/20,12/20,2650,265000,70.53883290290833,159.884153239429,4843.114176034927,686.3943874239922,0.5
2/20,13/20,2700,270000,68.1800811290741,161.90171951055527,4854.806103467941,665.1652232408524,0.54
2/20,14/20,2750,275000,67.50456953048706,161.7377140969038,4871.630175828934,641.5448896735907,0.74
2/20,15/20,2800,280000,68.40798687934875,165.20636077225208,4911.016964435577,634.6644833683968,0.61
2/20,16/20,2850,285000,71.55834627151489,163.28669619560242,4972.900447845459,643.3003159761429,0.57
2/20,17/20,2900,290000,67.65676856040955,164.298432841897,5017.0877161026,702.7054949551821,0.51
2/20,18/20,2950,295000,67.52882838249207,165.5001333206892,5052.331723690033,632.9543623626232,0.33
2/20,19/20,3000,300000,71.39967465400696,166.1471262574196,5068.911213636398,651.6337186694145,0.31
3/20,0/20,3050,305000,67.47680115699768,167.5915199816227,5065.888500452042,637.5718240737915,0.51
3/20,1/20,3100,310000,67.59182834625244,167.53261967003345,5129.981699228287,645.5537263154984,0.71
3/20,2/20,3150,315000,71.28787016868591,171.12204726040363,5153.683477640152,659.8912416696548,0.85
3/20,3/20,3200,320000,68.84324383735657,168.10718171298504,5247.331440448761,619.0473434627056,0.66
3/20,4/20,3250,325000,64.8606436252594,169.13556736707687,5283.539301395416,656.6409554481506,0.83
3/20,5/20,3300,330000,67.21866154670715,169.80904924869537,5291.326778411865,659.8076865971088,0.85
3/20,6/20,3350,335000,62.302685022354126,167.85544481873512,5338.511482715607,642.4293972551823,0.8
