Epoch,Cycle,Episodes,Timesteps,TimeCost(sec),Pi_l2_loss,Pi_q_loss,Q_loss,Success
0/20,0/20,50,5000,39.17564249038696,,,,0.0
0/20,1/20,100,10000,162.5789213180542,0.2626620437949896,6.1597739309072495,4.689581453800201,0.0
0/20,2/20,150,15000,196.4322783946991,2.9419702636078,583.9527899622917,27.31207795580849,0.0
0/20,3/20,200,20000,207.15537190437317,16.74729255004786,1107.4615724682808,26.949431815184653,0.0
0/20,4/20,250,25000,203.4112675189972,34.45953420549631,1448.3984242081642,41.405870888382196,0.0
0/20,5/20,300,30000,201.14885425567627,39.59392316825688,1758.6569142341614,55.46998226828873,0.0
0/20,6/20,350,35000,198.67885446548462,45.18813967332244,2035.9908483028412,83.12433856911957,0.0
0/20,7/20,400,40000,197.20328760147095,52.78716070018709,2257.007387638092,113.70842935144901,0.0
0/20,8/20,450,45000,196.7625756263733,58.61821287870407,2492.342008829117,144.8311136327684,0.0
0/20,9/20,500,50000,192.9612693786621,67.35067566484213,2700.690544128418,173.64668088406324,0.0
0/20,10/20,550,55000,195.9900257587433,75.35094334557652,2895.1728447675705,203.34885181859136,0.0
0/20,11/20,600,60000,195.06392121315002,78.00361383706331,3045.980066180229,238.60505207628012,0.0
0/20,12/20,650,65000,198.38618421554565,84.54290596023202,3177.738673210144,283.26179894804955,0.0
0/20,13/20,700,70000,196.3622326850891,95.42903704568744,3222.3608281612396,358.3359152674675,0.0
0/20,14/20,750,75000,199.0569987297058,98.03170731291175,3256.9529983997345,408.85408701747656,0.0
0/20,15/20,800,80000,199.8470561504364,102.17690461874008,3273.096233844757,412.19626776874065,0.0
0/20,16/20,850,85000,198.44042301177979,108.08558794111013,3245.181035757065,433.59209333360195,0.0
0/20,17/20,900,90000,200.60702776908875,104.59748583287,3239.534678697586,427.09487503767014,0.0
0/20,18/20,950,95000,203.81817078590393,105.649060562253,3256.6558961868286,440.4451226890087,0.0
0/20,19/20,1000,100000,200.5758683681488,103.11679057776928,3306.1949298381805,462.7048386782408,0.0
1/20,0/20,1050,105000,199.2555868625641,100.00834485143423,3399.2698924541473,444.9060529023409,0.0
1/20,1/20,1100,110000,197.8851842880249,98.63284031301737,3454.2314455509186,431.1695599555969,0.0
1/20,2/20,1150,115000,198.54214572906494,96.4119734056294,3421.854892730713,444.49421855807304,0.0
1/20,3/20,1200,120000,201.31025862693787,97.01779341697693,3419.8283245563507,458.7292249202728,0.0
