Epoch,Cycle,Episodes,Timesteps,TimeCost(sec),Pi_q_loss,Q_loss,Pi_l2_loss,Success
3/20,7/20,3400,340000,178.743754863739,4858.952720403671,311.63143141567707,141.79069738090038,0.0
3/20,8/20,3450,345000,179.99795079231262,4853.637056350708,291.6139351502061,142.31333392858505,0.01
3/20,9/20,3500,350000,178.70797514915466,4929.249100446701,315.9899106621742,142.28918160498142,0.0
3/20,10/20,3550,355000,177.87605714797974,4947.704908370972,313.3902874439955,142.57022687792778,0.0
3/20,11/20,3600,360000,177.6675477027893,5004.072972774506,326.41279554367065,141.03458043187857,0.05
3/20,12/20,3650,365000,179.14825820922852,5009.6957218647,334.0751758739352,139.67561992257833,0.09
3/20,13/20,3700,370000,65.78746271133423,5073.4050171375275,377.7030946612358,141.60377188026905,0.09
3/20,14/20,3750,375000,67.20715641975403,5091.778216838837,328.28891211748123,141.83453757315874,0.01
3/20,15/20,3800,380000,67.90313029289246,5123.416874408722,321.4113186225295,142.61221630871296,0.04
3/20,16/20,3850,385000,65.26737213134766,5150.896322250366,348.30984415113926,142.45702100545168,0.02
3/20,17/20,3900,390000,67.08872103691101,5174.470757007599,374.8231841996312,141.76343880593777,0.04
3/20,18/20,3950,395000,67.39276814460754,5201.628474712372,350.4205812290311,142.38869075477123,0.06
3/20,19/20,4000,400000,63.214322090148926,5272.889402151108,381.86795891821384,143.59563383460045,0.05
4/20,0/20,4050,405000,68.23732161521912,5291.083820819855,340.94135857373476,143.02328481525183,0.08
4/20,1/20,4100,410000,64.20872402191162,5344.713384151459,360.74127343297005,143.365569524467,0.1
4/20,2/20,4150,415000,63.428237438201904,5352.299041032791,359.84192813932896,144.67204050719738,0.18
4/20,3/20,4200,420000,69.35186910629272,5415.231498241425,359.8279206305742,142.72808055579662,0.12
4/20,4/20,4250,425000,64.92506766319275,5460.2507536411285,366.24096121639013,142.8979740589857,0.18
4/20,5/20,4300,430000,65.03108096122742,5537.6663937568665,365.4866748005152,143.4904550164938,0.26
4/20,6/20,4350,435000,69.15089511871338,5563.224397182465,347.25496454536915,144.30726793408394,0.2
4/20,7/20,4400,440000,63.61164569854736,5656.006399393082,409.03089389950037,142.76519323140383,0.15
4/20,8/20,4450,445000,66.01431035995483,5651.229300022125,372.7219031751156,143.13056165724993,0.33
4/20,9/20,4500,450000,66.25668978691101,5706.037018299103,345.9739606529474,144.36345518380404,0.11
4/20,10/20,4550,455000,64.55875515937805,5699.5398778915405,362.50239777565,147.00458543747663,0.12
4/20,11/20,4600,460000,67.93142580986023,5801.185259342194,369.91991499066353,147.3439431414008,0.19
4/20,12/20,4650,465000,63.1282377243042,5813.306396961212,378.2396010607481,148.18710242956877,0.21
4/20,13/20,4700,470000,62.76337456703186,5883.874625682831,348.3038166165352,147.27833899110556,0.32
4/20,14/20,4750,475000,66.87986063957214,5975.737434387207,368.429308578372,148.49664918333292,0.16
4/20,15/20,4800,480000,63.08440089225769,6063.016286373138,386.09100456535816,150.54083374142647,0.31
4/20,16/20,4850,485000,61.84232807159424,6065.218332767487,367.7907597646117,152.2532875686884,0.46
4/20,17/20,4900,490000,67.0633111000061,6097.103061676025,356.0241141617298,151.41941140592098,0.33
4/20,18/20,4950,495000,62.86557054519653,6147.968537330627,353.17397552728653,152.74424859136343,0.29
4/20,19/20,5000,500000,62.54647254943848,6196.658254146576,381.6172874420881,156.27943396568298,0.35
5/20,0/20,5050,505000,66.82085466384888,6239.457583904266,374.68302388489246,155.21187730878592,0.31
5/20,1/20,5100,510000,61.7307915687561,6258.928910255432,359.21373511850834,155.9987746924162,0.54
5/20,2/20,5150,515000,63.59612584114075,6308.945907115936,353.46497359871864,155.64665153622627,0.42
5/20,3/20,5200,520000,64.52661204338074,6367.2558426856995,362.7732343673706,156.53040976822376,0.45
5/20,4/20,5250,525000,61.57695484161377,6400.390627861023,349.32547084987164,157.74942842125893,0.68
5/20,5/20,5300,530000,64.30774211883545,6426.2817397117615,372.09060133993626,157.87486581504345,0.64
5/20,6/20,5350,535000,64.1778998374939,6499.037672519684,348.2777661681175,159.83626508712769,0.51
5/20,7/20,5400,540000,62.077840089797974,6519.231357574463,392.64946350455284,159.51181869208813,0.43
5/20,8/20,5450,545000,64.89812445640564,6584.683306694031,367.6485484018922,159.28980399668217,0.55
5/20,9/20,5500,550000,62.05006694793701,6647.342082500458,360.17931750416756,160.46157041192055,0.67
5/20,10/20,5550,555000,60.628073930740356,6654.886362552643,372.39509535580873,159.0911526530981,0.69
5/20,11/20,5600,560000,65.34063816070557,6636.562813282013,348.0675233602524,161.50587148964405,0.61
5/20,12/20,5650,565000,61.51901340484619,6736.25696182251,367.8409430682659,162.73604817688465,0.72
5/20,13/20,5700,570000,61.68652391433716,6704.594421863556,366.52157559990883,166.70537029206753,0.77
5/20,14/20,5750,575000,66.03033494949341,6743.126179218292,377.0376898497343,164.24859634041786,0.59
5/20,15/20,5800,580000,61.79387831687927,6782.079760551453,370.02777487039566,164.33611318469048,0.52
5/20,16/20,5850,585000,61.14871025085449,6779.958131313324,330.0409676656127,163.51028208434582,0.69
5/20,17/20,5900,590000,66.20713448524475,6812.980031490326,320.48798402398825,165.80689953267574,0.75
5/20,18/20,5950,595000,61.58122396469116,6796.187847137451,372.0554338991642,165.33681759238243,0.57
5/20,19/20,6000,600000,61.190462827682495,6838.191125869751,356.23863919079304,166.03589177131653,0.58
6/20,0/20,6050,605000,66.93729591369629,6862.060474395752,372.9489421248436,166.0549912303686,0.45
6/20,1/20,6100,610000,61.01311135292053,6906.060570716858,387.03642708063126,164.78257578611374,0.71
6/20,2/20,6150,615000,61.7015655040741,6926.945899963379,358.5188816934824,164.12163074314594,0.71
6/20,3/20,6200,620000,66.91815161705017,6927.826696395874,337.4562894254923,165.04619525372982,0.69
6/20,4/20,6250,625000,60.93146467208862,6978.001327514648,365.59762985259295,166.9274586737156,0.67
6/20,5/20,6300,630000,62.18797731399536,7009.833121299744,380.3906247764826,165.80546639859676,0.69
6/20,6/20,6350,635000,65.96756148338318,7017.413905143738,374.65277333557606,165.907363191247,0.69
6/20,7/20,6400,640000,61.540283203125,7005.930375576019,369.13567174971104,164.09255926311016,0.67
6/20,8/20,6450,645000,63.94098615646362,7055.0629596710205,377.24658946692944,166.1622532904148,0.63
6/20,9/20,6500,650000,65.02107381820679,7085.5252294540405,351.5288084819913,166.9146053493023,0.66
6/20,10/20,6550,655000,61.581247329711914,7065.30015039444,356.37828512489796,166.9874931871891,0.74
6/20,11/20,6600,660000,64.46501755714417,7105.186809539795,365.65920346975327,168.71303038299084,0.57
6/20,12/20,6650,665000,63.58011293411255,7077.991538524628,335.9819577559829,167.2413123100996,0.75
6/20,13/20,6700,670000,60.644174575805664,7116.928516864777,341.8009989634156,168.620315015316,0.81
6/20,14/20,6750,675000,63.835639238357544,7143.386157035828,336.1430890262127,167.18170888721943,0.84
6/20,15/20,6800,680000,64.1427674293518,7164.704832077026,352.00952760875225,169.4106650352478,0.82
6/20,16/20,6850,685000,60.7619845867157,7180.509884357452,360.6882953569293,169.09089940786362,0.8
6/20,17/20,6900,690000,65.74084281921387,7199.650327682495,339.09595178067684,168.89328806102276,0.86
6/20,18/20,6950,695000,61.98674440383911,7173.472645282745,336.4900765642524,168.22820895910263,0.82
6/20,19/20,7000,700000,61.80821108818054,7206.25115442276,348.01491966843605,167.9683085232973,0.73
7/20,0/20,7050,705000,66.76695156097412,7193.3654499053955,317.243987031281,169.66952845454216,0.88
7/20,1/20,7100,710000,62.750683307647705,7256.49379825592,324.87072928994894,170.05343353748322,0.77
7/20,2/20,7150,715000,61.58896088600159,7218.616486549377,352.9311632812023,173.6313824504614,0.83
7/20,3/20,7200,720000,66.17442727088928,7168.482888221741,340.8560169786215,171.11563642323017,0.86
7/20,4/20,7250,725000,62.20962595939636,7163.672839641571,339.0117270350456,169.82597255706787,0.84
7/20,5/20,7300,730000,62.13117170333862,7186.637022972107,342.01760034263134,172.52920220792294,0.9
7/20,6/20,7350,735000,67.41020941734314,7219.64618396759,329.50835405290127,172.5216221511364,0.76
7/20,7/20,7400,740000,61.59364724159241,7191.82156085968,365.8989629223943,171.3115639537573,0.86
7/20,8/20,7450,745000,62.66102075576782,7218.288312911987,348.8636409342289,172.85761067271233,0.85
7/20,9/20,7500,750000,67.28951501846313,7263.570471286774,377.47082210332155,172.46765159070492,0.8
7/20,10/20,7550,755000,62.722838163375854,7215.203795433044,345.8684847354889,170.96423737704754,0.91
7/20,11/20,7600,760000,63.05554151535034,7222.5088748931885,342.7257754281163,172.45340783894062,0.87
7/20,12/20,7650,765000,67.49192214012146,7246.34081029892,337.2055776938796,170.61360569298267,0.89
7/20,13/20,7700,770000,61.74176502227783,7295.5283579826355,334.47185952961445,170.74919717013836,0.85
7/20,14/20,7750,775000,63.7294487953186,7315.490486621857,312.71189902722836,169.82413956522942,0.94
7/20,15/20,7800,780000,66.52872395515442,7260.360620975494,341.55076395720243,170.959071084857,0.77
7/20,16/20,7850,785000,61.945836305618286,7282.987248420715,361.58623807132244,172.4266331344843,0.68
7/20,17/20,7900,790000,66.1587815284729,7310.163079738617,341.0327492877841,171.14769922196865,0.73
7/20,18/20,7950,795000,65.22994351387024,7350.070460796356,372.5217750072479,171.0644882172346,0.86
7/20,19/20,8000,800000,63.05866813659668,7297.493474960327,334.29475935548544,172.41047701239586,0.68
8/20,0/20,8050,805000,67.47405362129211,7325.801128864288,316.23769257962704,171.24322380125523,0.79
8/20,1/20,8100,810000,63.33085298538208,7339.27693939209,340.4264695942402,170.71126617491245,0.83
8/20,2/20,8150,815000,63.32009744644165,7315.472706317902,310.3140156120062,173.12695038318634,0.89
8/20,3/20,8200,820000,66.55035161972046,7282.888301372528,317.3943993151188,173.86349442601204,0.88
8/20,4/20,8250,825000,63.088499307632446,7289.270802497864,298.732482843101,171.3563410937786,0.94
8/20,5/20,8300,830000,61.50296974182129,7290.624136924744,334.12826077640057,173.55464999377728,0.84
8/20,6/20,8350,835000,67.03289484977722,7294.94011926651,339.06155440956354,173.71227379143238,0.87
8/20,7/20,8400,840000,63.27774143218994,7290.877287864685,289.41397293657064,175.63090321421623,0.88
8/20,8/20,8450,845000,61.7482807636261,7318.206655502319,331.1670560836792,174.12310513854027,0.8
8/20,9/20,8500,850000,67.2216911315918,7302.034789085388,339.15721759945154,173.3010327965021,0.78
8/20,10/20,8550,855000,61.81960844993591,7311.103807449341,351.6636356264353,173.49527163803577,0.88
8/20,11/20,8600,860000,61.97198939323425,7298.726162433624,304.46209940314293,173.20586349070072,0.9
8/20,12/20,8650,865000,65.19337201118469,7323.548748493195,337.60745042562485,175.59445840120316,0.85
8/20,13/20,8700,870000,62.65501070022583,7311.800995826721,332.63084676116705,175.69800733029842,0.91
8/20,14/20,8750,875000,64.09505867958069,7332.998863697052,310.1485361158848,174.27028314769268,0.84
8/20,15/20,8800,880000,64.39578247070312,7349.467735290527,309.11210012435913,175.97003050148487,0.82
8/20,16/20,8850,885000,61.25671410560608,7376.559893608093,327.7887436449528,177.31570027768612,0.92
8/20,17/20,8900,890000,64.08279657363892,7349.163863658905,302.4711655974388,176.75838175415993,0.8
8/20,18/20,8950,895000,65.36856770515442,7316.91801738739,321.64208932220936,175.68627662956715,0.94
8/20,19/20,9000,900000,62.26067900657654,7353.813522338867,313.7631454691291,173.7064265012741,0.94
9/20,0/20,9050,905000,65.9272072315216,7392.60689496994,329.5644803792238,174.926334887743,0.97
9/20,1/20,9100,910000,63.14065742492676,7415.5829491615295,295.50463677197695,172.117961242795,0.9
9/20,2/20,9150,915000,61.48919892311096,7460.620477199554,343.4753355383873,173.99005568027496,0.85
9/20,3/20,9200,920000,66.3697156906128,7412.3517599105835,331.5864661484957,174.69942896068096,0.89
9/20,4/20,9250,925000,62.6822190284729,7411.447284221649,329.68675941228867,174.68811011314392,0.87
9/20,5/20,9300,930000,61.31088662147522,7437.647630691528,305.7954549267888,174.62874846160412,0.84
9/20,6/20,9350,935000,66.61163187026978,7412.981776714325,304.15959073603153,175.93257243931293,0.86
9/20,7/20,9400,940000,62.41527986526489,7433.723899364471,298.58187894523144,176.1641980111599,0.78
9/20,8/20,9450,945000,61.63622546195984,7434.701362609863,318.9325546249747,176.43321226537228,0.85
9/20,9/20,9500,950000,66.67437219619751,7400.994118213654,277.70938804745674,176.9921391904354,0.79
9/20,10/20,9550,955000,62.37507700920105,7391.6421484947205,306.8020431250334,176.34054227173328,0.9
9/20,11/20,9600,960000,64.03928637504578,7402.639642238617,343.56620859354734,171.9618419110775,0.86
9/20,12/20,9650,965000,67.21749806404114,7418.790287971497,304.99985767900944,172.1777723133564,0.91
9/20,13/20,9700,970000,61.68883919715881,7426.115864276886,330.1707850396633,175.27983452379704,0.92
9/20,14/20,9750,975000,63.602301597595215,7383.748804569244,299.55663661658764,174.99629724025726,0.84
9/20,15/20,9800,980000,64.21217346191406,7374.61772108078,284.69767570495605,176.32974869012833,0.79
9/20,16/20,9850,985000,61.23661708831787,7374.713887214661,266.32022266834974,173.45969173312187,0.85
9/20,17/20,9900,990000,64.27119374275208,7412.0640749931335,274.4629886671901,176.2138882279396,0.82
9/20,18/20,9950,995000,63.709346532821655,7399.58566236496,290.1060495004058,174.8004300892353,0.78
9/20,19/20,10000,1000000,61.041396141052246,7442.014961242676,295.89878287166357,175.4307451993227,0.81
10/20,0/20,10050,1005000,66.00294184684753,7406.2090311050415,313.0401027351618,174.26879021525383,0.91
10/20,1/20,10100,1010000,63.56127095222473,7401.189499378204,322.75359266251326,176.68650168180466,0.84
10/20,2/20,10150,1015000,61.940314292907715,7384.142735958099,285.56279538571835,174.7321860641241,0.89
10/20,3/20,10200,1020000,66.00525331497192,7445.325704097748,264.6520271077752,175.93454265594482,0.78
10/20,4/20,10250,1025000,61.90202474594116,7452.946281909943,301.8223328664899,173.86181817948818,0.83
10/20,5/20,10300,1030000,61.53922152519226,7437.516805171967,278.62296164035797,176.48644351959229,0.9
10/20,6/20,10350,1035000,66.3083860874176,7418.226888179779,270.9746809229255,175.99680192768574,0.93
10/20,7/20,10400,1040000,62.52985191345215,7404.715784072876,272.25814159214497,173.8920081704855,0.86
10/20,8/20,10450,1045000,62.11764407157898,7485.181495666504,285.55939178168774,172.6569842994213,0.81
10/20,9/20,10500,1050000,68.45026540756226,7480.280445098877,302.721765935421,177.37281243503094,0.83
10/20,10/20,10550,1055000,62.396108865737915,7462.350297927856,295.7061267346144,176.6399226486683,0.91
10/20,11/20,10600,1060000,62.985724210739136,7471.17120885849,297.8504292592406,177.04523231089115,0.86
10/20,12/20,10650,1065000,65.26506161689758,7444.267932891846,292.3551855534315,176.48784947395325,0.88
10/20,13/20,10700,1070000,62.20767593383789,7478.7209577560425,273.75648410618305,176.2666198015213,0.65
10/20,14/20,10750,1075000,63.020196199417114,7524.084440231323,278.1618128940463,176.27986638247967,0.91
10/20,15/20,10800,1080000,64.88005375862122,7494.692088127136,274.1338373273611,176.76785856485367,0.83
10/20,16/20,10850,1085000,62.21308207511902,7497.757840633392,304.4844047576189,179.89431554079056,0.89
10/20,17/20,10900,1090000,65.31487226486206,7496.787532329559,262.6345799341798,176.69583635032177,0.91
10/20,18/20,10950,1095000,64.09988689422607,7530.043276309967,280.2011848539114,178.08263339102268,0.89
10/20,19/20,11000,1100000,62.04334354400635,7542.0520305633545,287.83698181807995,177.6249828338623,0.85
11/20,0/20,11050,1105000,66.60364580154419,7587.804824352264,280.3975344002247,177.3586034923792,0.74
11/20,1/20,11100,1110000,62.763298988342285,7579.512307167053,259.21027510613203,175.9828387349844,0.89
11/20,2/20,11150,1115000,62.19192886352539,7629.125623226166,264.5097571387887,178.04423429071903,0.91
11/20,3/20,11200,1120000,66.59107112884521,7571.852084159851,268.7086784988642,177.21228751540184,0.91
11/20,4/20,11250,1125000,64.18914151191711,7581.517425060272,290.98830031603575,177.59964708983898,0.82
