Epoch,Cycle,Episodes,Timesteps,TimeCost(sec),Pi_q_loss,Pi_l2_loss,Q_loss,Success
0/30,0/20,50,5000,34.028563261032104,,,,0.0
0/30,1/20,100,10000,34.26222586631775,5.2436526492238045,0.2529491123277694,3.259094849228859,0.0
0/30,2/20,150,15000,56.4770450592041,595.949939981103,3.2285530134104192,22.029108488932252,0.0
0/30,3/20,200,20000,56.34516263008118,1102.5668591856956,16.895445123314857,17.37553230067715,0.0
0/30,4/20,250,25000,58.22332191467285,1540.1997765302658,33.29003351833671,21.65804631775245,0.0
0/30,5/20,300,30000,59.63425064086914,1932.4561768770218,39.27364939637482,20.463159035891294,0.0
0/30,6/20,350,35000,56.84326887130737,2322.427812576294,42.47690053470433,23.69369501899928,0.0
0/30,7/20,400,40000,55.58447980880737,2662.356772184372,45.33298088051379,26.02711054123938,0.0
0/30,8/20,450,45000,63.43548583984375,3007.126209259033,47.491246830672026,26.36632010806352,0.0
0/30,9/20,500,50000,56.77747654914856,3311.8208956718445,46.517921363934875,24.03487602621317,0.0
0/30,10/20,550,55000,54.39228296279907,3619.981334924698,44.60279110819101,28.133529542014003,0.0
0/30,11/20,600,60000,60.3012375831604,3928.485707759857,44.73347541503608,27.847230365034193,0.0
0/30,12/20,650,65000,60.83396315574646,4271.92841386795,45.60162141174078,31.029768520966172,0.0
0/30,13/20,700,70000,56.85561776161194,4500.748341321945,45.550791626796126,29.102581243030727,0.0
0/30,14/20,750,75000,58.454394578933716,4771.64608335495,45.70066141523421,29.360114807263017,0.0
0/30,15/20,800,80000,57.617697954177856,4996.88769197464,44.43265141174197,30.17064989451319,0.0
0/30,16/20,850,85000,56.77294731140137,5223.531335115433,44.13964529521763,32.2925924025476,0.0
0/30,17/20,900,90000,56.444037675857544,5434.328756093979,42.996668997220695,30.345880444161594,0.0
0/30,18/20,950,95000,59.99144268035889,5654.749587774277,41.24713847786188,33.90682802256197,0.0
0/30,19/20,1000,100000,56.18446707725525,5834.708109617233,42.21160747669637,27.82194786146283,0.0
1/30,0/20,1050,105000,55.382078409194946,6075.1423280239105,44.61744610033929,30.55757853575051,0.0
1/30,1/20,1100,110000,62.559131383895874,6231.299124240875,45.54125278070569,29.259996987879276,0.0
1/30,2/20,1150,115000,57.74115300178528,6433.597270011902,45.36944855749607,29.602342548314482,0.0
1/30,3/20,1200,120000,56.83934283256531,6597.293385028839,49.12235825136304,33.69038213416934,0.0
1/30,4/20,1250,125000,60.457735776901245,6764.850202083588,49.11081065237522,35.81764411833137,0.0
1/30,5/20,1300,130000,58.90241765975952,6882.070314407349,48.18958715908229,35.484868799336255,0.0
1/30,6/20,1350,135000,57.081398010253906,7072.335203170776,49.78498765267432,43.120246613398194,0.0
1/30,7/20,1400,140000,59.01726841926575,7187.804381847382,48.50654205493629,40.510436518117785,0.0
1/30,8/20,1450,145000,60.89616894721985,7347.357142925262,47.800366470590234,42.03951825667173,0.0
1/30,9/20,1500,150000,57.32307171821594,7430.7983045578,47.10853888094425,40.55635961610824,0.0
1/30,10/20,1550,155000,57.96849775314331,7547.455390453339,47.18156677111983,42.67136699985713,0.0
1/30,11/20,1600,160000,63.613282680511475,7710.036959409714,51.68408582545817,40.94309234432876,0.0
1/30,12/20,1650,165000,58.34882426261902,7779.174714565277,49.52648524008691,44.4491404844448,0.0
1/30,13/20,1700,170000,55.947750091552734,7845.642656803131,47.379789197817445,51.20897007454187,0.0
1/30,14/20,1750,175000,62.56075739860535,7980.547491550446,49.625353548675776,64.91918894927949,0.0
