Epoch,Cycle,Episodes,Timesteps,TimeCost(sec),Pi_l2_loss,Q_loss,Pi_q_loss,Success
0/20,0/20,50,5000,36.43768572807312,,,,0.0
0/20,1/20,100,10000,38.6709201335907,0.2311328169889748,3.682047612965107,9.728316634893417,0.0
0/20,2/20,150,15000,65.51158237457275,5.820747946854681,27.129470463376492,817.8955915272236,0.0
0/20,3/20,200,20000,66.42359709739685,17.917295161634684,20.587855317629874,1379.750009715557,0.0
0/20,4/20,250,25000,65.98631834983826,30.540748216211796,24.554050689563155,1858.8069034814835,0.0
0/20,5/20,300,30000,67.01351356506348,35.40219892002642,24.04093872848898,2261.9683566093445,0.0
0/20,6/20,350,35000,67.70347952842712,37.38860344700515,24.03408808261156,2639.925437808037,0.0
0/20,7/20,400,40000,65.08002543449402,39.24260462075472,23.048534504137933,2973.5976281166077,0.0
0/20,8/20,450,45000,65.97756600379944,39.76056442782283,23.059707773849368,3324.375994205475,0.0
0/20,9/20,500,50000,69.75194907188416,38.22973863873631,22.085697771050036,3645.155411720276,0.0
0/20,10/20,550,55000,70.07764196395874,37.70166448689997,20.565099187660962,3949.801707983017,0.0
0/20,11/20,600,60000,69.07024216651917,35.55751517415047,20.97434887988493,4249.945508480072,0.0
0/20,12/20,650,65000,63.285924196243286,37.862363647669554,21.45846406975761,4528.70633149147,0.0
0/20,13/20,700,70000,65.86122012138367,38.42026832513511,21.263325102627277,4822.737730741501,0.0
0/20,14/20,750,75000,64.90570116043091,38.55259198695421,22.251517181284726,5121.320487499237,0.0
0/20,15/20,800,80000,64.72617554664612,39.73790434747934,24.071609690785408,5367.832609653473,0.0
0/20,16/20,850,85000,69.88372659683228,42.853536101058125,23.73754674429074,5641.497635126114,0.0
0/20,17/20,900,90000,73.003586769104,44.504707196727395,25.868409924209118,5886.2190980911255,0.0
0/20,18/20,950,95000,72.24989485740662,45.39534258842468,24.757332627661526,6055.792441368103,0.0
0/20,19/20,1000,100000,71.209303855896,44.10075879096985,23.226728250738233,6259.42808008194,0.0
1/20,0/20,1050,105000,71.28517484664917,43.8964712433517,24.274905698373914,6436.546676635742,0.0
1/20,1/20,1100,110000,71.14684534072876,43.613689314574,22.930593706667423,6661.851727724075,0.0
1/20,2/20,1150,115000,66.68994665145874,43.540712939575315,23.976472578011453,6847.0262331962585,0.0
1/20,3/20,1200,120000,67.42588233947754,43.598722686991096,23.498020962812006,6996.826406478882,0.0
1/20,4/20,1250,125000,68.47928881645203,43.04424414038658,22.7065586168319,7135.040904521942,0.0
1/20,5/20,1300,130000,68.16446733474731,42.806291645392776,23.098200865089893,7299.589130401611,0.0
1/20,6/20,1350,135000,68.98126745223999,43.10324188135564,23.634320349432528,7416.1381940841675,0.0
1/20,7/20,1400,140000,71.08027601242065,42.80443551577628,23.37161952536553,7625.709809303284,0.0
1/20,8/20,1450,145000,69.03810501098633,42.91250150837004,22.011650362052023,7684.534562110901,0.0
1/20,9/20,1500,150000,65.0076699256897,42.57721305638552,22.440918664447963,7796.700048446655,0.0
1/20,10/20,1550,155000,63.84131836891174,43.020110450685024,23.51534920092672,7935.50462770462,0.0
1/20,11/20,1600,160000,65.76631188392639,43.09868878312409,23.065902782138437,8115.913191318512,0.0
1/20,12/20,1650,165000,64.91885685920715,42.9679896440357,23.88496848521754,8164.616979122162,0.0
1/20,13/20,1700,170000,68.12312817573547,43.33107552677393,23.334771569352597,8298.23328781128,0.0
1/20,14/20,1750,175000,73.10734677314758,43.62576124072075,23.31641102489084,8443.182116031647,0.0
1/20,15/20,1800,180000,72.43552327156067,43.442638359963894,23.812684228643775,8521.78105020523,0.0
1/20,16/20,1850,185000,71.83011674880981,42.53691126406193,24.484799344092607,8667.56642627716,0.0
1/20,17/20,1900,190000,72.81505870819092,44.26296416670084,25.74276056839153,8715.898977279663,0.0
1/20,18/20,1950,195000,72.44667959213257,44.98418779857457,26.185688226949424,8754.939600944519,0.0
1/20,19/20,2000,200000,67.162437915802,42.9061010684818,24.51879088394344,8761.850443840027,0.0
2/20,0/20,2050,205000,67.86870980262756,44.55703364871442,23.9479349097237,8871.344556808472,0.0
2/20,1/20,2100,210000,68.25348496437073,44.785929607227445,26.128486630506814,8976.207246780396,0.0
2/20,2/20,2150,215000,70.23436951637268,44.43045281805098,24.14320164034143,9024.131491184235,0.0
2/20,3/20,2200,220000,68.63823056221008,44.32726165652275,24.328352817334235,9085.500326156616,0.0
2/20,4/20,2250,225000,69.17981886863708,43.94016298465431,25.081993245519698,9140.922996520996,0.0
2/20,5/20,2300,230000,66.65718388557434,45.170748338103294,24.405488634482026,9182.297346115112,0.0
2/20,6/20,2350,235000,69.64371728897095,46.67607775144279,26.037181843072176,9304.120882034302,0.0
2/20,7/20,2400,240000,69.06140065193176,45.65335780568421,25.470508759841323,9331.808987617493,0.0
2/20,8/20,2450,245000,67.41221308708191,46.46682092919946,24.79331455938518,9303.662721157074,0.0
2/20,9/20,2500,250000,70.3125672340393,47.40032850019634,26.17561422754079,9429.695213794708,0.0
2/20,10/20,2550,255000,70.75335693359375,47.438213815912604,25.851839877665043,9512.769764900208,0.0
2/20,11/20,2600,260000,68.45115375518799,47.968849727883935,25.440647481475025,9529.857516288757,0.0
