Epoch,Cycle,Episodes,Timesteps,TimeCost(sec),Q_loss,Pi_q_loss,Pi_l2_loss,Success
0/20,0/20,50,5000,38.881770849227905,,,,0.0
0/20,1/20,100,10000,160.44302034378052,4.428089037537575,5.389980636537075,0.23953300341963768,0.0
0/20,2/20,150,15000,205.52148699760437,20.55972906993702,472.0280437916517,3.595706931082532,0.0
0/20,3/20,200,20000,212.62578320503235,18.327009273692966,905.6761158704758,16.84116108622402,0.0
0/20,4/20,250,25000,212.8845672607422,26.47512765508145,1246.7355883717537,23.73016152670607,0.0
0/20,5/20,300,30000,199.44211602210999,38.033025725744665,1592.1414818763733,30.514118492603302,0.0
0/20,6/20,350,35000,201.90913271903992,62.68912568222731,2005.4390462636948,42.55296113714576,0.0
0/20,7/20,400,40000,205.1048538684845,81.68540971539915,2240.166803956032,47.56636122241616,0.0
0/20,8/20,450,45000,202.40067315101624,110.02795450761914,2474.7396754026413,51.1222895886749,0.0
0/20,9/20,500,50000,204.02786302566528,122.30140491947532,2668.8057901859283,59.191314313560724,0.0
0/20,10/20,550,55000,202.3808193206787,147.83823332935572,2783.4822927713394,65.59361616894603,0.0
0/20,11/20,600,60000,202.71780371665955,155.47273188084364,2892.6746785640717,70.03862325847149,0.0
0/20,12/20,650,65000,196.72174835205078,172.95137514919043,2959.51043844223,73.6088455170393,0.0
0/20,13/20,700,70000,193.34881973266602,189.36249592155218,3005.335053920746,76.52034882828593,0.0
0/20,14/20,750,75000,197.39688968658447,215.44639475643635,3116.7508311271667,80.17763755843043,0.0
0/20,15/20,800,80000,196.54600548744202,225.88914404064417,3159.208070039749,84.74679057300091,0.0
0/20,16/20,850,85000,197.35805344581604,241.61787947267294,3180.264037013054,85.46239596605301,0.0
0/20,17/20,900,90000,201.25357604026794,240.46570798754692,3172.655839920044,87.48744662106037,0.0
0/20,18/20,950,95000,201.3638014793396,265.44502755254507,3238.5581941604614,90.73523958027363,0.0
0/20,19/20,1000,100000,202.59668731689453,289.2425148189068,3310.135367870331,96.34341826289892,0.0
1/20,0/20,1050,105000,202.05562686920166,293.6146304756403,3342.4515657424927,98.2952433153987,0.0
1/20,1/20,1100,110000,204.6985023021698,292.7298323214054,3337.660802602768,95.51349788159132,0.0
1/20,2/20,1150,115000,203.5264458656311,313.7133029848337,3397.1871161460876,95.82965633273125,0.0
1/20,3/20,1200,120000,201.49022889137268,306.4648027122021,3442.325823545456,97.40655393898487,0.0
1/20,4/20,1250,125000,203.47340083122253,325.95471209287643,3484.153604030609,100.47561624646187,0.0
1/20,5/20,1300,130000,201.65180134773254,333.5774401575327,3415.786609172821,103.54617494344711,0.0
1/20,6/20,1350,135000,204.35178422927856,322.68968166410923,3401.3518409729004,105.78914425522089,0.0
1/20,7/20,1400,140000,201.06302309036255,334.9509812667966,3385.31111741066,103.38280340284109,0.0
1/20,8/20,1450,145000,204.9224076271057,345.14105574786663,3457.030621290207,105.6790413632989,0.0
1/20,9/20,1500,150000,204.77430486679077,373.61973153054714,3552.2200319767,106.87145670503378,0.0
1/20,10/20,1550,155000,198.58155608177185,371.1998859643936,3527.4670026302338,109.00864274054766,0.0
1/20,11/20,1600,160000,200.3526201248169,393.3709399700165,3543.044246196747,110.47062978893518,0.0
1/20,12/20,1650,165000,204.79438757896423,402.3436972349882,3597.086152791977,110.28180205821991,0.0
1/20,13/20,1700,170000,203.55755376815796,402.1979040950537,3709.2785544395447,112.86476571857929,0.0
1/20,14/20,1750,175000,204.03498363494873,421.14605993032455,3725.186343193054,113.15294262766838,0.0
1/20,15/20,1800,180000,205.533616065979,420.3094768822193,3735.3933095932007,117.32182213664055,0.0
1/20,16/20,1850,185000,205.1856734752655,452.9937274903059,3796.034523963928,123.23368754982948,0.0
1/20,17/20,1900,190000,206.42920088768005,449.5578585267067,3791.2366836071014,121.728155978024,0.0
1/20,18/20,1950,195000,207.2352809906006,443.65616554021835,3802.224796295166,124.55386190861464,0.0
1/20,19/20,2000,200000,200.32084774971008,432.7801906913519,3805.153460264206,129.28860339522362,0.0
2/20,0/20,2050,205000,199.7701632976532,440.4862090796232,3852.1995227336884,127.77597715705633,0.0
2/20,1/20,2100,210000,198.5563449859619,429.5907289534807,3929.5247325897217,126.6028805077076,0.0
2/20,2/20,2150,215000,196.33882927894592,416.2400970160961,3896.579964876175,127.5639378130436,0.0
2/20,3/20,2200,220000,200.2491216659546,399.14285166561604,3947.582368373871,128.30675841867924,0.0
2/20,4/20,2250,225000,196.46229147911072,441.47107557952404,3988.957299232483,128.0178022235632,0.0
2/20,5/20,2300,230000,195.34634804725647,400.2016445696354,4006.3939549922943,129.0322933793068,0.0
2/20,6/20,2350,235000,195.35962677001953,449.3991179019213,4002.6504549980164,127.0214227437973,0.0
2/20,7/20,2400,240000,197.23898553848267,399.3409952670336,4044.78782248497,127.96493720263243,0.0
2/20,8/20,2450,245000,204.91553926467896,434.21864825487137,4130.922863006592,128.86174213141203,0.0
2/20,9/20,2500,250000,203.48690509796143,412.31872014701366,4187.246043920517,127.93592303991318,0.0
2/20,10/20,2550,255000,201.08628487586975,453.27173709869385,4216.298663854599,127.35745640099049,0.0
2/20,11/20,2600,260000,205.1325559616089,401.19030041992664,4304.165300130844,129.74940022826195,0.0
2/20,12/20,2650,265000,202.50118565559387,376.95585837215185,4361.486601829529,132.4728765040636,0.0
2/20,13/20,2700,270000,207.60549569129944,404.1512178480625,4446.68014383316,134.1055427417159,0.0
