Epoch,Cycle,Episodes,Timesteps,TimeCost(sec),Pi_l2_loss,Pi_q_loss,Q_loss,Success
0/20,0/20,50,5000,34.72337317466736,,,,0.0
0/20,1/20,100,10000,148.19722485542297,0.2169898604042828,6.940398178994656,4.358703672885895,0.0
0/20,2/20,150,15000,167.76832342147827,5.306240001693368,612.5306666493416,36.351485438179225,0.0
0/20,3/20,200,20000,172.42004656791687,14.39195708418265,1118.1618320941925,26.71767977811396,0.0
0/20,4/20,250,25000,171.1388716697693,28.675523734651506,1497.1396403312683,46.605800352059305,0.0
0/20,5/20,300,30000,175.8079137802124,36.25095338188112,1795.5911747217178,68.49194501712918,0.0
0/20,6/20,350,35000,180.94083094596863,44.56997411325574,2025.9589767456055,83.68834738619626,0.0
0/20,7/20,400,40000,178.2892689704895,48.449076902121305,2305.9377061128616,118.51587763056159,0.0
0/20,8/20,450,45000,177.45430445671082,59.32980814576149,2570.777601122856,146.5555957071483,0.0
0/20,9/20,500,50000,178.00333881378174,69.92739718034863,2874.1523131132126,194.4913261681795,0.0
0/20,10/20,550,55000,173.70022797584534,74.87263131141663,3072.7342240810394,202.50963228940964,0.0
0/20,11/20,600,60000,171.11818194389343,78.48376209288836,3293.2977788448334,266.54690711945295,0.0
0/20,12/20,650,65000,173.24095392227173,87.78352269157767,3421.5910470485687,305.56077578663826,0.0
0/20,13/20,700,70000,174.05379676818848,93.61640939489007,3441.5305943489075,337.5323163866997,0.0
0/20,14/20,750,75000,175.43277883529663,98.19372870773077,3462.557359933853,359.1972395181656,0.0
0/20,15/20,800,80000,179.38196992874146,103.71958718448877,3496.9543635845184,409.69622291624546,0.0
0/20,16/20,850,85000,184.70541715621948,110.53833344578743,3530.5155477523804,429.19943502545357,0.0
0/20,17/20,900,90000,183.51905131340027,108.15313743054867,3550.20983338356,431.886705160141,0.0
0/20,18/20,950,95000,181.066401720047,108.64222406595945,3632.1947391033173,425.7423847466707,0.0
0/20,19/20,1000,100000,180.58178758621216,111.03375513851643,3670.5001380443573,452.65941601991653,0.0
1/20,0/20,1050,105000,177.84867525100708,115.08613791316748,3722.4561591148376,475.9112426787615,0.0
1/20,1/20,1100,110000,179.00209712982178,118.9268104583025,3751.8621253967285,521.5975709855556,0.0
1/20,2/20,1150,115000,177.38909697532654,116.0527339503169,3759.7163095474243,538.6537474542856,0.0
1/20,3/20,1200,120000,178.22077226638794,119.0845435410738,3723.2035064697266,511.5340902507305,0.0
1/20,4/20,1250,125000,174.78300499916077,123.26238264888525,3715.8544058799744,528.6785375624895,0.0
1/20,5/20,1300,130000,170.78789019584656,124.52766750007868,3725.458139181137,548.9606738090515,0.0
1/20,6/20,1350,135000,171.59746623039246,119.59348958730698,3694.973958492279,524.4950059056282,0.0
1/20,7/20,1400,140000,178.2441644668579,124.92064294964075,3612.9051406383514,495.143557831645,0.0
1/20,8/20,1450,145000,181.84482073783875,124.15091156959534,3627.7493357658386,483.75333738327026,0.0
1/20,9/20,1500,150000,180.14269351959229,121.19775135815144,3630.455591201782,489.58821158111095,0.0
1/20,10/20,1550,155000,182.77767205238342,122.41944692283869,3654.5655612945557,515.4289427548647,0.0
1/20,11/20,1600,160000,179.74045610427856,123.41184117645025,3672.8138151168823,506.7058296352625,0.0
1/20,12/20,1650,165000,181.19380378723145,127.66850301623344,3689.5210225582123,541.8362429887056,0.0
1/20,13/20,1700,170000,176.37821197509766,132.2602737918496,3713.010940551758,533.4499350488186,0.0
1/20,14/20,1750,175000,175.4512128829956,135.50522024929523,3696.424421787262,583.244935169816,0.0
1/20,15/20,1800,180000,173.75883650779724,141.58287769556046,3673.7249054908752,591.6057507544756,0.0
1/20,16/20,1850,185000,174.09673190116882,141.71532790362835,3653.542303085327,584.9679988920689,0.0
1/20,17/20,1900,190000,177.85941100120544,147.2304677888751,3618.886025905609,603.1494297385216,0.0
1/20,18/20,1950,195000,177.33225107192993,155.1067422181368,3551.7070791721344,622.0333808064461,0.0
1/20,19/20,2000,200000,176.9849112033844,161.14196127653122,3497.9305324554443,624.344948887825,0.0
2/20,0/20,2050,205000,179.0035538673401,167.34171302616596,3490.848235607147,617.7766882032156,0.0
2/20,1/20,2100,210000,180.3793225288391,170.54247829318047,3556.1270945072174,622.4670579731464,0.0
2/20,2/20,2150,215000,181.46759271621704,174.0899732708931,3619.1313376426697,633.2473105490208,0.0
2/20,3/20,2200,220000,179.28918528556824,176.1534757912159,3627.531932115555,670.8278356194496,0.0
2/20,4/20,2250,225000,179.09789299964905,178.71573758125305,3595.3316864967346,661.6242263019085,0.0
2/20,5/20,2300,230000,175.92616081237793,186.99763302505016,3595.6442301273346,698.3322033882141,0.0
2/20,6/20,2350,235000,177.96499061584473,192.63150767982006,3624.65731215477,697.4056926369667,0.0
2/20,7/20,2400,240000,181.2032129764557,195.6448808312416,3650.4522092342377,661.637897580862,0.0
2/20,8/20,2450,245000,183.67388916015625,198.09133164584637,3626.318751335144,668.6711096763611,0.0
2/20,9/20,2500,250000,181.14065074920654,199.3116503506899,3614.7623670101166,692.1673149168491,0.0
2/20,10/20,2550,255000,177.58715081214905,197.73056265711784,3539.637361049652,681.294946372509,0.01
2/20,11/20,2600,260000,176.43497800827026,193.77812457084656,3527.405122280121,663.3302042484283,0.01
