Epoch,Cycle,Episodes,Timesteps,TimeCost(sec),Q_loss,Pi_l2_loss,Pi_q_loss,Success
0/20,0/20,50,5000,37.783098220825195,,,,0.0
0/20,1/20,100,10000,186.30427932739258,3.950144000351429,0.23350497987121344,5.343920849263668,0.0
0/20,2/20,150,15000,214.02609086036682,23.100278369151056,4.202778945560567,511.50357173383236,0.0
0/20,3/20,200,20000,210.93746900558472,20.21123151248321,20.018733290489763,947.6488378047943,0.0
0/20,4/20,250,25000,216.81525254249573,29.953590924851596,31.101133068092167,1301.8663877248764,0.0
0/20,5/20,300,30000,217.09261560440063,44.90665777679533,36.26222782768309,1575.4202873706818,0.0
0/20,6/20,350,35000,215.18240642547607,60.725545150227845,43.58155329525471,1810.345079421997,0.0
0/20,7/20,400,40000,213.51500010490417,74.95477016828954,48.419717602431774,2043.0553625822067,0.0
0/20,8/20,450,45000,219.24796271324158,92.26779022626579,51.35422448441386,2266.723405957222,0.0
0/20,9/20,500,50000,218.4815514087677,109.68064936250448,54.18886001780629,2468.9766904115677,0.0
0/20,10/20,550,55000,218.1119372844696,126.82650374621153,61.446287516504526,2636.148469686508,0.0
0/20,11/20,600,60000,215.93036580085754,145.4608184248209,69.00361187383533,2759.0823950767517,0.0
0/20,12/20,650,65000,214.33108520507812,178.80666714161634,71.58049450814724,2848.552290201187,0.0
0/20,13/20,700,70000,214.08635210990906,185.55266244336963,75.57486210390925,2961.486428141594,0.0
0/20,14/20,750,75000,214.7337131500244,205.33966146409512,74.83441666513681,2982.5793397426605,0.0
0/20,15/20,800,80000,211.27446675300598,221.8360650204122,76.3937244862318,3065.894588112831,0.0
0/20,16/20,850,85000,215.35893177986145,215.9607916995883,78.48956634104252,3006.4440959692,0.0
0/20,17/20,900,90000,214.57807421684265,224.26952554658055,81.12302870675921,3014.9659152030945,0.0
0/20,18/20,950,95000,216.03283715248108,231.5045454800129,82.03723045065999,3004.8264759778976,0.0
0/20,19/20,1000,100000,214.5852394104004,237.85470248013735,84.39446189627051,3044.3175809383392,0.0
1/20,0/20,1050,105000,220.96307969093323,246.24313037097454,84.1533569432795,3084.902525663376,0.0
1/20,1/20,1100,110000,217.04793167114258,270.5459722727537,86.70225086808205,3119.1315895318985,0.0
1/20,2/20,1150,115000,208.1524863243103,277.623409986496,90.52511770650744,3065.630803465843,0.0
1/20,3/20,1200,120000,192.80134201049805,304.0138988792896,91.93048929050565,3098.962019443512,0.0
1/20,4/20,1250,125000,199.29332280158997,296.56235528737307,94.73069698363543,3144.807058095932,0.0
1/20,5/20,1300,130000,198.97181749343872,279.87578170001507,93.99264293909073,3175.194331884384,0.0
1/20,6/20,1350,135000,198.93508911132812,298.5389371961355,92.71478126198053,3162.286111474037,0.0
1/20,7/20,1400,140000,200.54579710960388,293.58463216573,94.51351768523455,3210.224088907242,0.0
1/20,8/20,1450,145000,200.5086374282837,303.232275813818,94.7209242284298,3255.427100419998,0.0
1/20,9/20,1500,150000,200.19951558113098,301.55346946418285,97.09837965667248,3209.1000900268555,0.0
1/20,10/20,1550,155000,200.63294911384583,306.72547007352114,99.93050645291805,3259.909381866455,0.0
1/20,11/20,1600,160000,200.8970592021942,321.18562913686037,103.1889757886529,3297.333264350891,0.0
1/20,12/20,1650,165000,201.04401540756226,334.1114420965314,104.03295858949423,3342.4847617149353,0.0
1/20,13/20,1700,170000,202.38615131378174,349.9429890215397,106.74538860470057,3362.7696149349213,0.0
1/20,14/20,1750,175000,202.1672592163086,364.95884381234646,103.67612076550722,3365.1778860092163,0.0
1/20,15/20,1800,180000,203.2729344367981,370.9187689125538,105.77698663622141,3441.20041680336,0.0
1/20,16/20,1850,185000,204.18589663505554,374.0944288223982,109.00696365535259,3477.905595064163,0.0
1/20,17/20,1900,190000,201.33583068847656,380.7656295746565,109.23104444146156,3521.1237616539,0.0
1/20,18/20,1950,195000,204.0579674243927,376.03072851896286,110.15932378172874,3595.435075044632,0.0
1/20,19/20,2000,200000,204.20684599876404,406.50008495151997,112.56994108855724,3608.619807243347,0.0
2/20,0/20,2050,205000,203.33683133125305,418.0649766921997,113.62282821536064,3629.6983025074005,0.0
