Epoch,Cycle,Episodes,Timesteps,TimeCost(sec),Pi_l2_loss,Pi_q_loss,Q_loss,Success
0/20,0/20,50,5000,34.331029176712036,,,,0.0
0/20,1/20,100,10000,143.1851532459259,0.18098744889721274,5.250535860657692,3.8261375799775124,0.0
0/20,2/20,150,15000,174.12825322151184,3.8922654285561293,470.65169909596443,23.35909238597378,0.0
0/20,3/20,200,20000,178.53488516807556,20.886228796560317,912.8478034734726,22.931756951846182,0.0
0/20,4/20,250,25000,175.05203771591187,29.004150105640292,1269.201631128788,33.61955375317484,0.0
0/20,5/20,300,30000,174.5707664489746,35.51289517059922,1589.2875151634216,52.14755585137755,0.0
0/20,6/20,350,35000,175.1411838531494,46.62155142426491,1886.743558049202,68.97594001702964,0.0
0/20,7/20,400,40000,175.28833556175232,55.138084979727864,2099.8143762350082,90.35081319883466,0.0
0/20,8/20,450,45000,178.80499696731567,58.92194401100278,2320.9985077381134,110.94313211739063,0.0
0/20,9/20,500,50000,179.27051639556885,61.60100930929184,2468.369405031204,129.46845918521285,0.0
0/20,10/20,550,55000,177.78732228279114,64.42189564555883,2546.5527675151825,142.17361186817288,0.0
0/20,11/20,600,60000,174.58739590644836,67.59331266209483,2627.724581003189,177.12995479628444,0.0
0/20,12/20,650,65000,182.90434885025024,75.45516161248088,2683.385181069374,183.69096436724067,0.0
0/20,13/20,700,70000,182.54983019828796,78.36781298369169,2721.395998477936,204.29857341572642,0.0
0/20,14/20,750,75000,178.47017741203308,84.49212414771318,2706.4645450115204,204.0666678994894,0.0
0/20,15/20,800,80000,177.7201120853424,85.77179013192654,2764.775322318077,217.1509753614664,0.0
0/20,16/20,850,85000,176.6339099407196,87.35514421761036,2776.3867449760437,240.0986555069685,0.0
0/20,17/20,900,90000,178.7359654903412,91.21868124976754,2771.966900587082,246.59956204891205,0.0
0/20,18/20,950,95000,178.31858730316162,90.92916879057884,2795.9025354385376,271.6554820165038,0.0
0/20,19/20,1000,100000,177.1259729862213,93.07173697650433,2797.9430643320084,273.2544127777219,0.0
1/20,0/20,1050,105000,178.74103569984436,99.77027214318514,2795.431913971901,297.5994940176606,0.0
1/20,1/20,1100,110000,178.84631252288818,95.4009011387825,2859.0908677577972,299.6947825103998,0.0
1/20,2/20,1150,115000,176.6179096698761,95.7150449231267,2925.9800347089767,322.72752644866705,0.0
1/20,3/20,1200,120000,178.83703899383545,100.24016278982162,2950.2267775535583,344.16229727864265,0.0
1/20,4/20,1250,125000,180.1616985797882,100.5899832174182,3015.269551873207,345.4846207946539,0.0
1/20,5/20,1300,130000,180.69319677352905,102.1942592188716,3083.4883685112,344.8181174322963,0.0
1/20,6/20,1350,135000,180.1172571182251,103.02856589108706,3118.8211266994476,344.4649457484484,0.0
1/20,7/20,1400,140000,180.26171493530273,103.4278266504407,3106.6871678829193,326.16032164543867,0.0
1/20,8/20,1450,145000,180.8229582309723,104.99167330563068,3127.8028647899628,349.36586175113916,0.0
1/20,9/20,1500,150000,183.45422077178955,106.56870777904987,3127.9603234529495,342.14971216768026,0.0
1/20,10/20,1550,155000,185.19794368743896,106.60044325888157,3183.355815410614,370.48398392647505,0.0
1/20,11/20,1600,160000,180.3768560886383,107.98152320086956,3211.0127325057983,363.9797581806779,0.0
1/20,12/20,1650,165000,180.33619475364685,108.89681012928486,3288.340545654297,356.60238668322563,0.0
1/20,13/20,1700,170000,179.67747116088867,110.83376946300268,3319.2160613536835,395.7324552536011,0.0
1/20,14/20,1750,175000,181.32695603370667,110.80964810401201,3426.8253769874573,396.5676041543484,0.0
1/20,15/20,1800,180000,177.78027367591858,113.60498005151749,3490.7747552394867,399.6245048046112,0.0
1/20,16/20,1850,185000,181.6914186477661,116.4836719930172,3554.091816186905,397.473764359951,0.0
1/20,17/20,1900,190000,182.4296271800995,118.56305873394012,3535.897287130356,422.4769234210253,0.0
1/20,18/20,1950,195000,179.69870018959045,118.19922644644976,3540.665130853653,433.20472015440464,0.0
1/20,19/20,2000,200000,177.78341627120972,117.51457329839468,3532.0353989601135,412.71981279551983,0.0
2/20,0/20,2050,205000,175.72784662246704,118.92343471199274,3532.8423883914948,403.1381368935108,0.0
2/20,1/20,2100,210000,178.49417567253113,117.80761303752661,3520.5487730503082,374.10211285948753,0.0
2/20,2/20,2150,215000,176.3754940032959,119.18564693629742,3515.8468520641327,351.6534535884857,0.0
2/20,3/20,2200,220000,178.8692421913147,118.73040817677975,3541.8702096939087,369.0843195319176,0.0
2/20,4/20,2250,225000,179.46740651130676,120.30409727245569,3565.4527490139008,384.01267443597317,0.0
2/20,5/20,2300,230000,179.67067623138428,120.8130000308156,3649.737198829651,359.0327408835292,0.0
2/20,6/20,2350,235000,178.57955360412598,122.85203586518764,3737.0391426086426,359.12573520839214,0.0
2/20,7/20,2400,240000,181.13008642196655,125.13485243916512,3770.3036658763885,388.0458874851465,0.0
2/20,8/20,2450,245000,179.87166476249695,126.88953848928213,3782.863209247589,361.13785445690155,0.0
2/20,9/20,2500,250000,179.4516932964325,126.26316356658936,3849.9066803455353,368.18638775497675,0.0
2/20,10/20,2550,255000,177.14637970924377,125.88570420444012,3856.792361497879,370.3852398246527,0.0
2/20,11/20,2600,260000,179.3862669467926,129.35348644852638,3948.9147775173187,386.0884688794613,0.0
2/20,12/20,2650,265000,179.91860961914062,129.36445724219084,3988.9091613292694,374.71715312451124,0.0
2/20,13/20,2700,270000,177.83720445632935,129.229862742126,4055.514505624771,391.0517406761646,0.0
2/20,14/20,2750,275000,176.81115627288818,128.6247522458434,4090.4977650642395,364.8243450820446,0.0
2/20,15/20,2800,280000,177.78726482391357,131.67757215350866,4139.568954467773,386.13819585740566,0.0
2/20,16/20,2850,285000,176.40679955482483,130.14625445753336,4166.048052787781,373.9418469518423,0.0
2/20,17/20,2900,290000,176.39622449874878,134.23591133207083,4174.455190420151,362.30651638656855,0.0
2/20,18/20,2950,295000,175.69383645057678,134.21633506566286,4206.820892572403,354.6833730265498,0.01
2/20,19/20,3000,300000,173.16637921333313,135.02944858372211,4271.244095087051,346.53639446944,0.03
3/20,0/20,3050,305000,175.42808413505554,136.0927862599492,4325.130408525467,356.82652263343334,0.0
3/20,1/20,3100,310000,176.58087134361267,134.00343604385853,4361.221300125122,372.7465568780899,0.0
3/20,2/20,3150,315000,178.24850225448608,135.39983122050762,4397.48677945137,368.0975542515516,0.03
3/20,3/20,3200,320000,175.8458001613617,133.26433029025793,4453.526430606842,376.7619753628969,0.0
3/20,4/20,3250,325000,176.80587363243103,137.09598840028048,4496.59475684166,374.01648539304733,0.0
3/20,5/20,3300,330000,177.55443024635315,140.18776790052652,4546.807807445526,360.6261207014322,0.04
3/20,6/20,3350,335000,177.59816527366638,139.02141516655684,4621.932787656784,365.28672294318676,0.03
3/20,7/20,3400,340000,179.9269278049469,137.960593752563,4639.159273862839,356.26520881801844,0.03
3/20,8/20,3450,345000,180.99930834770203,137.14006941765547,4659.242248058319,347.2370388954878,0.01
3/20,9/20,3500,350000,71.23240184783936,138.47291047871113,4705.618713378906,337.3643648326397,0.02
3/20,10/20,3550,355000,68.25434899330139,141.03188042342663,4742.306921482086,341.6443593353033,0.03
3/20,11/20,3600,360000,69.33904361724854,138.6827813088894,4766.38760638237,323.8621881380677,0.0
3/20,12/20,3650,365000,66.75692868232727,139.47992543131113,4763.294588327408,325.9242599606514,0.02
3/20,13/20,3700,370000,65.02022290229797,139.3330722823739,4804.143568754196,321.64515252411366,0.0
3/20,14/20,3750,375000,72.18795490264893,141.844924621284,4807.888352155685,337.8110459148884,0.0
3/20,15/20,3800,380000,64.96061635017395,139.31954497098923,4800.77436876297,302.2016444429755,0.03
3/20,16/20,3850,385000,66.82819294929504,139.21802607923746,4828.523787736893,310.2803152576089,0.14
3/20,17/20,3900,390000,68.31682586669922,138.57020366191864,4872.899832248688,322.9024073332548,0.08
3/20,18/20,3950,395000,66.3009786605835,139.74822391569614,4917.181796789169,307.42340687662363,0.1
3/20,19/20,4000,400000,66.24110293388367,139.84991221129894,4926.393002986908,298.9737694039941,0.11
4/20,0/20,4050,405000,71.22711133956909,136.82376655191183,4956.967841625214,335.0541229620576,0.03
4/20,1/20,4100,410000,63.83691644668579,137.39303194731474,4987.849764108658,306.140974201262,0.05
4/20,2/20,4150,415000,64.88343095779419,136.98426464945078,5006.819304943085,310.98589078336954,0.11
4/20,3/20,4200,420000,69.16738176345825,140.83392999321222,5033.4945204257965,306.0014556199312,0.15
4/20,4/20,4250,425000,64.62816762924194,140.20550654828548,5107.030814647675,309.0106846317649,0.09
4/20,5/20,4300,430000,63.71181797981262,139.78137797117233,5122.809533119202,318.5879125148058,0.16
4/20,6/20,4350,435000,70.33827567100525,139.24297213554382,5174.168588876724,311.0765803307295,0.06
4/20,7/20,4400,440000,66.04257535934448,141.02711060643196,5235.279666185379,286.8418195024133,0.14
4/20,8/20,4450,445000,64.53201127052307,141.4984077885747,5296.726272344589,314.22098279744387,0.3
4/20,9/20,4500,450000,72.97732925415039,140.8202879652381,5389.71782207489,327.45880188047886,0.02
4/20,10/20,4550,455000,65.3097288608551,143.5816363915801,5445.264474391937,294.22620639950037,0.24
4/20,11/20,4600,460000,63.10336685180664,145.12196774035692,5488.858676433563,328.6539645642042,0.17
4/20,12/20,4650,465000,69.86562371253967,145.77539481967688,5546.612258911133,365.77520732581615,0.43
4/20,13/20,4700,470000,65.70391988754272,145.6197404563427,5650.901407241821,362.83801490813494,0.3
4/20,14/20,4750,475000,67.79099178314209,149.94053418189287,5711.296909332275,360.5374265015125,0.39
4/20,15/20,4800,480000,70.45223331451416,150.99036167562008,5792.645118236542,340.2304548025131,0.18
4/20,16/20,4850,485000,66.26111245155334,149.5148986503482,5858.456828594208,347.3256154358387,0.51
4/20,17/20,4900,490000,67.04960703849792,148.34481869637966,5948.845311641693,359.2472067847848,0.37
4/20,18/20,4950,495000,69.27485609054565,151.24581857025623,6031.678422451019,339.69083911925554,0.55
4/20,19/20,5000,500000,63.62661385536194,153.1226112768054,6008.91464805603,370.1993956118822,0.63
5/20,0/20,5050,505000,63.90859007835388,159.19279421120882,6060.07142162323,357.4064802378416,0.56
5/20,1/20,5100,510000,68.80683660507202,157.82327545434237,6105.488733768463,366.0123574435711,0.35
5/20,2/20,5150,515000,62.64623212814331,156.97210428118706,6169.957495689392,357.04295463860035,0.44
5/20,3/20,5200,520000,64.23017525672913,155.42538753151894,6162.579578399658,347.65988674759865,0.29
5/20,4/20,5250,525000,68.50087594985962,155.30562937259674,6215.59632730484,376.1836531609297,0.47
5/20,5/20,5300,530000,62.44908618927002,157.0619876384735,6335.871659755707,363.5512742549181,0.19
5/20,6/20,5350,535000,63.08842921257019,161.4800423681736,6375.199834823608,364.2276950776577,0.38
5/20,7/20,5400,540000,67.55919170379639,159.08547635376453,6403.774338722229,378.53727516531944,0.2
5/20,8/20,5450,545000,60.95997095108032,163.06667429208755,6389.568158626556,374.4443784803152,0.25
5/20,9/20,5500,550000,61.3737895488739,161.30600057542324,6401.254104614258,372.8833793178201,0.47
5/20,10/20,5550,555000,68.16819739341736,162.95114859938622,6422.684018611908,388.8009510785341,0.3
5/20,11/20,5600,560000,62.804311990737915,165.07689195871353,6482.262710094452,384.9579748213291,0.43
5/20,12/20,5650,565000,61.381627798080444,164.43170265853405,6457.090951919556,370.7840154469013,0.46
5/20,13/20,5700,570000,66.64791631698608,161.81803940236568,6490.818443775177,359.78906624019146,0.55
5/20,14/20,5750,575000,62.17279624938965,160.6732382029295,6531.63992023468,385.1258123964071,0.53
5/20,15/20,5800,580000,62.22710847854614,161.61620257794857,6601.422063827515,367.05553767085075,0.61
5/20,16/20,5850,585000,66.83000135421753,162.38619577884674,6550.304670333862,401.87162782996893,0.4
5/20,17/20,5900,590000,62.866061210632324,163.925332441926,6576.784851551056,365.55588614940643,0.29
5/20,18/20,5950,595000,61.85137748718262,164.19087739288807,6620.465855121613,345.63438303023577,0.33
5/20,19/20,6000,600000,67.36109614372253,163.75411941111088,6663.403340339661,340.23094260692596,0.44
6/20,0/20,6050,605000,63.48339223861694,165.27278800308704,6684.917898654938,335.5643316209316,0.49
6/20,1/20,6100,610000,61.66709065437317,163.89733530580997,6724.222146987915,331.35059640556574,0.61
6/20,2/20,6150,615000,66.62920713424683,163.7086186259985,6737.833838939667,339.0147839039564,0.48
6/20,3/20,6200,620000,63.49081349372864,162.45065002143383,6778.249531745911,317.1446477994323,0.47
6/20,4/20,6250,625000,62.30228066444397,162.1486567556858,6775.731356620789,309.9245691895485,0.56
6/20,5/20,6300,630000,63.025275230407715,161.84726236015558,6809.885190963745,332.55945870280266,0.5
6/20,6/20,6350,635000,65.70352292060852,164.96364158391953,6817.0037841796875,332.37636314332485,0.59
6/20,7/20,6400,640000,60.86551523208618,161.87552320957184,6801.87432050705,336.1674898862839,0.62
6/20,8/20,6450,645000,62.662434816360474,162.81335127353668,6830.398077487946,347.81248612701893,0.73
6/20,9/20,6500,650000,67.77829718589783,164.28938461840153,6971.328914642334,355.2173651382327,0.61
6/20,10/20,6550,655000,62.03082060813904,166.01364056766033,6932.207561016083,331.702269770205,0.71
6/20,11/20,6600,660000,62.79647731781006,167.18477003276348,6894.289477348328,325.78482915461063,0.72
6/20,12/20,6650,665000,67.21705412864685,166.29836496710777,6941.160576343536,317.4890124872327,0.64
6/20,13/20,6700,670000,62.7599937915802,165.4617422670126,6960.957469463348,349.4109538048506,0.73
6/20,14/20,6750,675000,62.843286752700806,165.9454321861267,6993.333673477173,324.08218716084957,0.81
6/20,15/20,6800,680000,68.2613091468811,166.16271536052227,7038.558557510376,333.49516416341066,0.77
6/20,16/20,6850,685000,64.1579077243805,167.4270400106907,7031.301283359528,321.83722730726004,0.82
6/20,17/20,6900,690000,65.46181678771973,166.94256621599197,7035.255166053772,328.75675658136606,0.76
6/20,18/20,6950,695000,69.77552461624146,168.7642636746168,7026.445520401001,301.85199992358685,0.82
6/20,19/20,7000,700000,64.20938158035278,165.87852828204632,6992.106746196747,323.6320843473077,0.8
7/20,0/20,7050,705000,65.54078078269958,167.31884263455868,7038.018949985504,312.70606315135956,0.82
7/20,1/20,7100,710000,70.49011850357056,171.4122519493103,7045.712983608246,320.91098073869944,0.76
7/20,2/20,7150,715000,65.00883102416992,168.04891920089722,7087.220426559448,324.6630446687341,0.89
7/20,3/20,7200,720000,63.447540044784546,169.2500795274973,7049.1992955207825,317.3999129757285,0.52
7/20,4/20,7250,725000,68.2659227848053,169.25731073319912,7052.408932685852,306.9112014621496,0.62
7/20,5/20,7300,730000,63.48661971092224,168.3252305984497,7074.310661792755,317.5254273042083,0.77
7/20,6/20,7350,735000,63.140504598617554,169.35727502405643,7106.689270496368,313.6596922650933,0.69
7/20,7/20,7400,740000,68.24220252037048,167.32126201689243,7085.063626766205,311.69899901747704,0.84
7/20,8/20,7450,745000,63.26048922538757,169.49545535445213,7119.071524620056,324.97037167847157,0.72
7/20,9/20,7500,750000,62.836684703826904,167.88420610129833,7108.044386386871,293.4340904355049,0.76
7/20,10/20,7550,755000,68.6475625038147,169.23637633025646,7137.346291065216,291.66994025558233,0.71
7/20,11/20,7600,760000,64.64178609848022,167.33828656375408,7116.369094848633,301.31649270653725,0.47
7/20,12/20,7650,765000,63.32205581665039,168.42576196789742,7178.676510810852,295.25550915300846,0.67
7/20,13/20,7700,770000,66.61479663848877,171.47441938519478,7166.400297164917,294.8128101825714,0.86
7/20,14/20,7750,775000,63.18046474456787,172.6156338006258,7200.638647556305,291.9806374460459,0.83
7/20,15/20,7800,780000,62.000821590423584,170.77969241142273,7147.487979412079,300.09681660681963,0.69
7/20,16/20,7850,785000,66.79273891448975,170.56977897882462,7174.514660835266,307.26944547891617,0.87
7/20,17/20,7900,790000,64.87728238105774,169.17650243639946,7186.440013885498,287.21261055767536,0.73
7/20,18/20,7950,795000,62.51770567893982,169.83446036279202,7214.631818771362,295.0051085650921,0.78
7/20,19/20,8000,800000,68.21193504333496,169.19297194480896,7198.289183139801,302.1540217101574,0.75
8/20,0/20,8050,805000,67.08112001419067,169.05858671665192,7183.925259113312,312.8384348899126,0.73
8/20,1/20,8100,810000,64.2010178565979,169.0350954979658,7189.595232963562,300.65338043123484,0.87
8/20,2/20,8150,815000,67.97685289382935,167.11557671427727,7226.664709568024,304.6773224025965,0.73
8/20,3/20,8200,820000,67.4242467880249,169.5591096431017,7210.7157616615295,314.4088873118162,0.68
8/20,4/20,8250,825000,63.853293895721436,170.43523128330708,7224.207798480988,296.3802570179105,0.84
8/20,5/20,8300,830000,64.82985758781433,171.05132788419724,7238.049636363983,300.7218064367771,0.77
8/20,6/20,8350,835000,66.91130590438843,169.72283993661404,7239.778732299805,300.7050056383014,0.78
8/20,7/20,8400,840000,67.41222667694092,170.81340637803078,7221.950257301331,301.1553314179182,0.84
8/20,8/20,8450,845000,67.62060809135437,171.52770768105984,7264.66792678833,305.6422845646739,0.75
8/20,9/20,8500,850000,67.332435131073,171.73274509608746,7237.896388053894,316.86574913561344,0.61
8/20,10/20,8550,855000,68.25303840637207,172.35825587809086,7256.358410835266,290.30047535151243,0.71
8/20,11/20,8600,860000,69.2256429195404,172.0476285815239,7239.212634086609,313.2895710095763,0.87
8/20,12/20,8650,865000,69.1563241481781,170.87413002550602,7246.035976409912,299.6179485246539,0.91
8/20,13/20,8700,870000,69.4630138874054,172.15975120663643,7238.688977718353,299.69698591530323,0.76
8/20,14/20,8750,875000,68.46496105194092,171.6963002383709,7292.627692699432,320.86821111291647,0.7
8/20,15/20,8800,880000,68.63975238800049,168.14798048138618,7277.064845561981,303.47278463840485,0.74
8/20,16/20,8850,885000,68.57350301742554,172.32970215380192,7300.61518573761,307.43006313592196,0.89
8/20,17/20,8900,890000,69.13785552978516,171.16059277951717,7275.673463344574,314.35419088602066,0.84
8/20,18/20,8950,895000,68.22787523269653,173.0819170176983,7266.529767513275,295.38616370409727,0.74
8/20,19/20,9000,900000,68.72602462768555,173.29114946722984,7236.916139602661,279.5160969272256,0.83
9/20,0/20,9050,905000,68.4188175201416,172.03227052092552,7258.426327228546,291.17885157465935,0.83
9/20,1/20,9100,910000,68.0450644493103,171.89484949409962,7234.147485256195,281.9162245467305,0.75
9/20,2/20,9150,915000,67.28538966178894,171.40085184574127,7286.550902366638,309.69831968843937,0.8
