Epoch,Cycle,Episodes,Timesteps,TimeCost(sec),Pi_q_loss,Pi_l2_loss,Q_loss,Success
0/20,0/20,50,5000,39.26808953285217,,,,0.0
0/20,1/20,100,10000,44.22286653518677,8.579833552241325,0.1884738460648805,2.8122554048895836,0.0
0/20,2/20,150,15000,75.03890800476074,572.6580578684807,5.827713881386444,20.91369136236608,0.0
0/20,3/20,200,20000,75.64217281341553,902.6256266832352,20.116972086019814,18.625318894162774,0.0
0/20,4/20,250,25000,72.80341744422913,1248.0113364458084,31.40517645329237,30.183938338421285,0.0
0/20,5/20,300,30000,80.3919894695282,1559.9015533328056,43.10758841969073,47.189130739308894,0.0
0/20,6/20,350,35000,79.65773320198059,1744.0049531459808,52.89677684567869,58.89502543210983,0.0
0/20,7/20,400,40000,76.65278267860413,1938.5340324640274,59.74930103495717,68.4229659345001,0.0
0/20,8/20,450,45000,82.11585426330566,2082.107155442238,64.10833548009396,84.27745271660388,0.0
0/20,9/20,500,50000,78.4012086391449,2171.0877116918564,62.7611288651824,94.73610827326775,0.0
0/20,10/20,550,55000,74.58281087875366,2278.9542380571365,66.63896079361439,106.93859311379492,0.0
0/20,11/20,600,60000,75.92831683158875,2288.294022321701,70.6468403339386,132.32985470071435,0.0
0/20,12/20,650,65000,75.72768139839172,2281.8952128887177,75.71673759445548,135.7437040694058,0.0
0/20,13/20,700,70000,80.05452561378479,2284.1902434825897,80.6897204183042,153.66073755547404,0.0
0/20,14/20,750,75000,76.64121508598328,2262.6252707242966,84.4299201965332,174.82995446398854,0.0
0/20,15/20,800,80000,75.42452764511108,2212.584825873375,84.05716950446367,170.32965873926878,0.0
0/20,16/20,850,85000,77.05151128768921,2154.909305214882,83.39466924220324,165.90142069384456,0.0
0/20,17/20,900,90000,73.7736234664917,2143.2337585687637,81.43596747890115,159.30887884646654,0.0
0/20,18/20,950,95000,74.41942310333252,2075.6192709207535,85.4709531404078,160.01930407062173,0.0
0/20,19/20,1000,100000,78.37259984016418,2035.0293632745743,83.7242584452033,153.1748392432928,0.0
1/20,0/20,1050,105000,77.25198912620544,2021.3104068040848,83.44808566942811,145.21812185272574,0.0
1/20,1/20,1100,110000,77.7939600944519,1991.2172696590424,82.61171131953597,142.95547998696566,0.0
