Epoch,Cycle,Episodes,Timesteps,TimeCost(sec),Pi_l2_loss,Pi_q_loss,Q_loss,Success
0/20,0/20,50,5000,41.93667793273926,,,,0.0
0/20,1/20,100,10000,164.2675383090973,0.21488813566975296,8.228677317500114,4.029742628335953,0.0
0/20,2/20,150,15000,198.61609435081482,3.26914332062006,723.8458186984062,29.782207378186285,0.0
0/20,3/20,200,20000,198.36277294158936,9.917320566484705,1219.222192466259,29.003929956816137,0.0
0/20,4/20,250,25000,202.35010838508606,23.717454188503325,1593.6265106201172,49.905985455960035,0.0
0/20,5/20,300,30000,203.05057334899902,36.69554956071079,1935.5814538002014,73.2522290609777,0.0
0/20,6/20,350,35000,201.7082552909851,46.18449123762548,2279.597245693207,104.39786542207003,0.0
0/20,7/20,400,40000,202.02542805671692,57.72517589852214,2543.13820707798,144.79008770361543,0.0
0/20,8/20,450,45000,205.40660190582275,72.91144355013967,2793.345770597458,184.88482450693846,0.0
0/20,9/20,500,50000,203.5472218990326,80.62084226310253,3060.2218105793,211.19990607723594,0.0
0/20,10/20,550,55000,201.38890171051025,85.78108511865139,3296.3320825099945,245.2687830850482,0.0
0/20,11/20,600,60000,202.37125372886658,90.18686765804887,3480.089521408081,283.0419905781746,0.0
0/20,12/20,650,65000,204.57064414024353,87.61822520568967,3576.518649339676,295.5891697257757,0.0
0/20,13/20,700,70000,203.23213243484497,92.62989485263824,3653.6806733608246,350.83879163861275,0.0
0/20,14/20,750,75000,204.61907196044922,100.2702621370554,3616.893826007843,344.41328448057175,0.0
0/20,15/20,800,80000,203.76578664779663,108.00906994193792,3616.886271238327,369.62904411554337,0.0
0/20,16/20,850,85000,207.3093810081482,105.03289721161127,3657.4176201820374,402.46159505844116,0.0
0/20,17/20,900,90000,207.7676899433136,105.01226687431335,3671.8941221237183,382.6968678832054,0.0
0/20,18/20,950,95000,207.30062103271484,110.03735281527042,3687.7468700408936,415.5501301884651,0.0
0/20,19/20,1000,100000,205.59268307685852,114.4503465294838,3688.900913953781,435.12863209843636,0.0
1/20,0/20,1050,105000,204.65331840515137,118.74476312100887,3681.7098066806793,465.61549715697765,0.0
1/20,1/20,1100,110000,208.58514142036438,120.20222268998623,3714.150915622711,479.8435233682394,0.0
1/20,2/20,1150,115000,207.75909066200256,127.07099858671427,3722.9061994552612,504.38101011514664,0.0
1/20,3/20,1200,120000,207.61886358261108,126.47939754277468,3697.1630918979645,524.2261808663607,0.0
1/20,4/20,1250,125000,209.1511824131012,126.14532447606325,3751.5192258358,521.3634478002787,0.0
1/20,5/20,1300,130000,208.48553848266602,127.02782172709703,3777.979474067688,505.4420589655638,0.0
1/20,6/20,1350,135000,207.14490747451782,128.2315674573183,3833.9747161865234,515.9143041521311,0.0
1/20,7/20,1400,140000,208.34251284599304,131.52164771407843,3914.812651872635,550.6631854474545,0.0
1/20,8/20,1450,145000,211.10681247711182,131.50808077305555,3984.5212597846985,556.5306705832481,0.0
1/20,9/20,1500,150000,208.32095170021057,137.78886598348618,4052.167635202408,565.1986707746983,0.0
